Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
730,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety acephala (Nagoya Mix),kale,ha,m,v,l,h,f2a,herb.perform,1,67.062,9.496,4,86.35,10.682,4,Percent larval survival from hatching through 2nd instar of Plutella xylostella
731,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety botrytis (Early Snowball A),cauliflower,ha,m,v,l,nh,f2a,herb.perform,1,67.062,9.496,4,88.131,14.242,4,Percent larval survival from hatching through 2nd instar of Plutella xylostella
732,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety capitata (Early Great Dutch),cabbage,ha,m,v,l,h,f2a,herb.perform,1,67.062,9.496,4,70.326,8.31,4,Percent larval survival from hatching through 2nd instar of Plutella xylostella
733,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety capitata (Ruby Ball),cabbage,ha,m,v,l,h,f2a,herb.perform,1,67.062,9.496,4,51.929,16.024,4,Percent larval survival from hatching through 2nd instar of Plutella xylostella
734,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_napus,L. ,rapeseed,ha,m,o,l,nh,f2a,herb.perform,1,67.062,9.496,4,75.371,10.088,4,Percent larval survival from hatching through 2nd instar of Plutella xylostella
735,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_oleracea,L. variety italica (Green Comet),broccoli,ha,m,v,l,nh,f2c,herb.perform,0,11.42,0.966,4,11.42,1.088,4,Development time in days from hatch to pupation of Plutella xylostella
736,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_oleracea,L. variety acephala (Nagoya Mix),kale,ha,m,v,l,h,f2c,herb.perform,0,11.42,0.966,4,11.662,0.724,4,Development time in days from hatch to pupation of Plutella xylostella
737,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_oleracea,L. variety botrytis (Early Snowball A),cauliflower,ha,m,v,l,nh,f2c,herb.perform,0,11.42,0.966,4,11.36,1.208,4,Development time in days from hatch to pupation of Plutella xylostella
738,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_oleracea,L. variety capitata (Early Great Dutch),cabbage,ha,m,v,l,h,f2c,herb.perform,0,11.42,0.966,4,11.239,1.086,4,Development time in days from hatch to pupation of Plutella xylostella
739,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_oleracea,L. variety capitata (Ruby Ball),cabbage,ha,m,v,l,h,f2c,herb.perform,0,11.42,0.966,4,12.085,1.208,4,Development time in days from hatch to pupation of Plutella xylostella
740,35,Idris and Grafius,1996,Brassicaceae,Brassica_kaber,D. C. Wheeler,Brassica_napus,L. ,rapeseed,ha,m,o,l,nh,f2c,herb.perform,0,11.42,0.966,4,11.057,0.968,4,Development time in days from hatch to pupation of Plutella xylostella
741,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety italica (Green Comet),broccoli,ha,m,v,l,nh,f2c,herb.perform,0,10.997,2.78,4,11.42,1.088,4,Development time in days from hatch to pupation of Plutella xylostella
742,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety acephala (Nagoya Mix),kale,ha,m,v,l,h,f2c,herb.perform,0,10.997,2.78,4,11.662,0.724,4,Development time in days from hatch to pupation of Plutella xylostella
743,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety botrytis (Early Snowball A),cauliflower,ha,m,v,l,nh,f2c,herb.perform,0,10.997,2.78,4,11.36,1.208,4,Development time in days from hatch to pupation of Plutella xylostella
744,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety capitata (Early Great Dutch),cabbage,ha,m,v,l,h,f2c,herb.perform,0,10.997,2.78,4,11.239,1.086,4,Development time in days from hatch to pupation of Plutella xylostella
745,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_oleracea,L. variety capitata (Ruby Ball),cabbage,ha,m,v,l,h,f2c,herb.perform,0,10.997,2.78,4,12.085,1.208,4,Development time in days from hatch to pupation of Plutella xylostella
746,35,Idris and Grafius,1996,Brassicaceae,Brassica_nigra,L. Koch,Brassica_napus,L. ,rapeseed,ha,m,o,l,nh,f2c,herb.perform,0,10.997,2.78,4,11.057,0.968,4,Development time in days from hatch to pupation of Plutella xylostella
747,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_napus,cv. NK Bravour,rapeseed,ha,m,o,l,nh,t1,herb.perform,0,0.14,0.21909,30,0.14,0.16155,29,nymph mortality (number of nymphs) of Myzus persicae feeding on wild Brassica nigra and the cultivated B. napus
748,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_oleracea,var. acephala cv. Bonanza,broccoli,ha,m,v,l,nh,t1,herb.perform,0,0.14,0.21909,30,0.07,0.1077,29,nymph mortality (number of nymphs) of Myzus persicae feeding on wild Brassica nigra and the cultivated B. oleracea
749,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_napus,cv. NK Bravour,rapeseed,ha,m,o,l,nh,t1,herb.perform,0,8.38,0.54772,30,9.59,1.34629,29,"nymph pre-reproductive period (development time, days) of M. persicae feeding on B. nigra and the cultivated B. napus"
750,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_oleracea,var. acephala cv. Bonanza,broccoli,ha,m,v,l,nh,t1,herb.perform,0,8.38,0.54772,30,8.36,0.70007,29,"nymph pre-reproductive period (development time, days) of M. persicae feeding on wild B. nigra and the cultivated B. oleracea"
751,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_napus,cv. NK Bravour,rapeseed,ha,m,o,l,nh,t1,herb.perform,1,78.31,14.29556,30,61.52,15.77853,29,adult biomass (10^-5 g) of M. Persicae feeding on wild Brassica nigra and the cultivated B. napus
752,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_oleracea,var. acephala cv. Bonanza,broccoli,ha,m,v,l,nh,t1,herb.perform,1,78.31,14.29556,30,72.52,15.29387,29,adult biomass (10^-5 g) of M. Persicae feeding on wild Brassica nigra and the cultivated B. oleracea
753,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_napus,cv. NK Bravour,rapeseed,ha,m,o,l,nh,t1,herb.perform,1,53.24,21.79936,30,47.69,28.11056,29,adult fecundity of M. persicae feeding on wild B. nigra and cultivated B. napus
754,36,Le Guigo et al,2012,Brassicaceae,Brassica_nigra,nr,Brassica_oleracea,var. acephala cv. Bonanza,broccoli,ha,m,v,l,nh,t1,herb.perform,1,53.24,21.79936,30,57.93,25.47183,29,adult fecundity of M. persicae feeding on wild B. nigra and cultivated B. oleracea
768,38,Michaud and Grant,2009,Asteraceae,Helianthus_annuus,nr,Helianthus_annuus,cv. Triumph 660CL,sunflower,ha,m,o,l/v,nh,f1,herb.pref,1,0.357,0.52132,51,2.298,2.09958,51,average number of eggs laid by Dectes texanus on a wild Helianthus annus plant followed by a cultivated plant
769,38,Michaud and Grant,2009,Asteraceae,Helianthus_annuus,nr,Helianthus_annuus,cv. Triumph 660CL,sunflower,ha,m,o,l/v,nh,text,herb,1,0.33,0.14173,62,0.37,0.11024,62,"average ""feeding score"" of D. texanus  on a wild Helianthus annus plant followed by a cultivated plant"
770,38,Michaud and Grant,2009,Asteraceae,Helianthus_annuus,nr,Helianthus_annuus,cv. Triumph 660CL,sunflower,ha,m,o,l/v,nh,text,phys,0,1.3,0.05,20,0.8,0.05,20,average force (kg) required to puncture epidermis of wild and cultivated Helianthus annus petioles
771,39,Parker et al ,2010,Sapotaceae,Chrysophyllum_cainito,nr,Chrysophyllum_cainito,nr,star apple,wp,m,fr,fr,h,t1,phys,0,3.52,0.73,28,3.62,0.65,37,Toughness of exocarp using a Penetrometer (kg/m^2)
772,39,Parker et al ,2010,Sapotaceae,Chrysophyllum_cainito,nr,Chrysophyllum_cainito,nr,star apple,wp,m,fr,fr,h,t1,chem,0,387.1,223.2,7,217,76.5,11,Pulp phenolics (mg/100g) Expressed as GAE (Gallic Acid Equivalent)
773,39,Parker et al ,2010,Sapotaceae,Chrysophyllum_cainito,nr,Chrysophyllum_cainito,nr,star apple,wp,m,fr,s,nh,t1,chem,0,73.5,52,5,42.5,27.8,8,Seed phenolics (mg/100g) Expressed as GAE (Galic Acid Equivalent)
774,39,Parker et al ,2010,Sapotaceae,Chrysophyllum_cainito,nr,Chrysophyllum_cainito,nr,star apple,wp,m,fr,l,nh,text,chem,0,799,194,11,898,178,18,Phenolics measured in Mature leaves (mg/100g GAE)
775,39,Parker et al ,2010,Sapotaceae,Chrysophyllum_cainito,nr,Chrysophyllum_cainito,nr,star apple,wp,m,fr,l,nh,text,chem,0,1260,158,11,1220,270,18,Phenolics measured in expanding young leaves (mg/100g GAE)
776,40,Rowe et al,2012,Asteraceae,Helianthus_annuus,ANN1238,Helianthus_annuus,HA89,sunflower,ha,m,o,l,nh,s1b,phys,0,716.3,114.7,6,224.4,57.3,6,"average density of glandular trichomes (per cm^3) per leaf, constitutive"
778,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Jahuara population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,1.15,0.5,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
779,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Mocorito population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,1.59,0.61,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
780,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Limonba population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,1.97,0.67,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
781,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Ensenada",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,1.56,0.49,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
782,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Urraca",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,2.64,1,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
783,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Potrerillo",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,2.82,0.93,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
784,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, I. Bosque",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,2.27,0.93,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
785,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Quimichi",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,2.36,0.86,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
786,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_habrochaites,C-360,Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,wp,nh,t1,herb,1,0.36,0.35,20,7.5,0.14,20,"average number of Bemisia (whiteflies, totals from 6 species) per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
787,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Jahuara population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,26.79,7.69,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Jahuara population"
788,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Mocorito population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,48.17,16.98,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Mocorito population"
789,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Limonba population",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,28.48,5.79,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Limonba population"
790,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Ensenada",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,26.06,7.89,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Ensenada population"
791,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Urraca",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,38.56,7.53,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Urraca population"
792,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Potrerillo",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,24.22,5.41,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Potrerillo population"
793,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, I. Bosque",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,27.05,10.38,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild I. Bosque population"
794,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_lycopersicum,"var. cerasifrome, Quimichi",Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,25.96,7.6,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild Quimichi population"
795,41,SÌÁnchez-PeÌ±a et al,2006,Solanaceae,Solanum_habrochaites,C-360,Solanum_lycopersicum,Rio Grande,tomato,ha,m,v,l,nh,t1,phys,0,52.81,10.46,20,14,10.66,20,"average number of leaf trichomes per plant, comparing cultivated Solanum lycopersicum and wild S. habrochaites"
800,43,Szczepaniec et al,2013,Poaceae,Zea_mays,Talpitia population,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l/v,nh,f2a,herb.perform,0,12.355,1.01825,10,9.613,1.01825,10,average development time (days) for Spodoptera frugiperda on wild Zea mays parviglumis Talpitia population and the domesticated Zea mays mays
801,43,Szczepaniec et al,2013,Poaceae,Zea_mays,San Lorenzo population,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l/v,nh,f2a,herb.perform,0,10.806,1.93848,10,9.613,1.01825,10,average development time (days) for Spodoptera frugiperda on wild Zea mays parviglumis San Lorenzo population and the domesticated Zea mays mays
802,43,Szczepaniec et al,2013,Poaceae,Zea_diploperennis,nr,Zea_mays,mays TuxpeÌ±o landrace,maize,diff,l,g,l/v,nh,f2a,herb.perform,0,11.419,1.53054,10,9.613,1.01825,10,average development time (days) for Spodoptera frugiperda on wild Zea diploperennis and the domesticated Zea mays mays
803,43,Szczepaniec et al,2013,Poaceae,Zea_mays,Talpitia population,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l/v,nh,f2c,herb.perform,1,0.139,0.03795,10,0.177,0.01265,10,average pupal weight (g) for Spodoptera frugiperda on wild Zea mays parviglumis Talpitia population and the domesticated Zea mays mays
804,43,Szczepaniec et al,2013,Poaceae,Zea_mays,San Lorenzo population,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l/v,nh,f2c,herb.perform,1,0.168,0.01581,10,0.177,0.01265,10,average pupal weight (g) for Spodoptera frugiperda on wild Zea mays parviglumis San Lorenzo population and the domesticated Zea mays mays
805,43,Szczepaniec et al,2013,Poaceae,Zea_diploperennis,nr,Zea_mays,mays TuxpeÌ±o landrace,maize,diff,l,g,l/v,nh,f2c,herb.perform,1,0.161,0.01897,10,0.177,0.01265,10,average pupal weight (g) for Spodoptera frugiperda on wild Zea diploperennis and the domesticated Zea mays mays
806,44,Takahashi et al,2012,Poaceae,Zea_mays,parviglumis,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l/v,nh,f1,herb,1,20.046,45.94,100,58.329,18.1,100,average percentage of wild Zea mays parviglumis and domesticated Zea mays mays plants injured by Spodoptera frugiperda in fields (2009)
807,44,Takahashi et al,2012,Poaceae,Zea_mays,parviglumis,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l,nh,f2a,herb.perform,1,1.68,0.47805,12,1.859,0.50576,12,average dry weight (mg) of S. frugiperda feeding on uninjured Z. m. mays and Z. m. parviglumis plants
809,44,Takahashi et al,2012,Poaceae,Zea_mays,parviglumis,Zea_mays,mays TuxpeÌ±o landrace,maize,ha,l,g,l,nh,f3,herb,1,33.548,15.17214,6,19.742,18.016,6,consumption (mm^2 surface area consumed) of leaf tissue by S. frugiperda of undamaged Z. m. mays and Z. m. parviglumis
811,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays Reventador,maize,diff,l,g,l/v,nh,f9,herb,1,3.808,2.49762,12,10.25,6.37395,12,average number of stem perforations by Diatraea grandiosella placed on wild Zea diploperennis or cultivated Zea mays mays 'Reventador'
812,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays VS524,maize,diff,m,g,l/v,nh,f9,herb,1,3.808,2.49762,12,11.405,2.68468,12,average number of stem perforations by Diatraea grandiosella placed on wild Zea diploperennis or cultivated Zea mays mays VS524
813,45,Rosenthal,1993,Poaceae,Zea_mays,parviglumis,Zea_mays,mays Reventador,maize,ha,l,g,l/v,nh,f9,herb,1,6.965,2.18931,12,10.25,6.37395,12,average number of stem perforations by Diatraea grandiosella placed on wild Zea diploperennis or cultivated Zea mays mays 'Reventador'
814,45,Rosenthal,1993,Poaceae,Zea_mays,parviglumis,Zea_mays,mays VS524,maize,ha,m,g,l/v,nh,f9,herb,1,6.965,2.18931,12,11.405,2.68468,12,average number of stem perforations by Diatraea grandiosella placed on wild Zea diploperennis or cultivated Zea mays mays VS524
815,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays Reventador,maize,diff,m,g,l/v,nh,f4,herb.perform,1,0.044,0.00663,11,0.049,0.00529,7,Dry weights of Spodoptera frugiperda pupae (g) 
816,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays VS524,maize,diff,m,g,l/v,nh,f4,herb.perform,1,0.044,0.00663,11,0.05,0.00663,11,Dry weights of Spodoptera frugiperda pupae (g) 
817,45,Rosenthal,1993,Poaceae,Zea_mays,parviglumis,Zea_mays,mays Reventador,maize,ha,m,g,l/v,nh,f4,herb.perform,1,0.047,0.00748,14,0.049,0.00529,7,Dry weights of Spodoptera frugiperda pupae (g) 
818,45,Rosenthal,1993,Poaceae,Zea_mays,parviglumis,Zea_mays,mays VS524,maize,ha,m,g,l/v,nh,f4,herb.perform,1,0.047,0.00748,14,0.05,0.00663,11,Dry weights of Spodoptera frugiperda pupae (g) 
819,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays Reventador,maize,diff,m,g,l/v,nh,f5,herb.perform,0,18.333,1.2769,11,19.017,1.35727,7,Larval development time in days of Spodoptera frugiperda pupae
820,45,Rosenthal,1993,Poaceae,Zea_diploperennis,nr,Zea_mays,mays VS524,maize,diff,m,g,l/v,nh,f5,herb.perform,0,18.333,1.2769,11,17.607,0.84906,11,Larval development time in days of Spodoptera frugiperda pupae
